siteid,spid,x,y,occ,group,cti,disturb,mi,rainann,raindq,rugged,soildepth,soilfert,solrad,tempann,tempmin,topo,vegsys
104084,pseudo1,151.0271122,-31.26382473,0,NA,1329,4,41,660,144,19,1000,3,93,154,3,2,9
104085,pseudo1,151.4291092,-31.4257027,0,NA,1389,4,84,1092,252,7,1080,4,88,108,-8,1,9
104086,pseudo1,152.5991272,-31.77194169,0,NA,1229,3,91,1478,234,24,1059,2,80,172,53,2,2
104087,pseudo1,151.5415244,-31.15320812,0,NA,1369,4,64,782,174,11,1029,2,92,120,-7,-2,9
104088,pseudo1,152.5244834,-30.54706506,0,NA,1349,3,93,2110,294,89,1039,2,86,149,3,-60,2
104089,pseudo1,152.3635048,-28.9984325,0,NA,1209,1,69,1012,138,28,1039,1,92,170,35,-2,2
104090,pseudo1,153.0595801,-30.33212709,0,NA,1429,4,87,1840,246,12,1159,2,87,186,71,-1,9
104091,pseudo1,152.5469665,-30.5812393,0,NA,1079,2,94,2004,276,87,1009,2,65,162,34,29,2
104092,pseudo1,152.5028997,-32.00306745,0,NA,1569,3,80,1200,216,7,1110,2,86,172,45,-4,2
104093,pseudo1,152.6701736,-31.05967863,0,NA,1109,3,88,1362,186,39,1019,2,85,179,73,47,3
104094,pseudo1,152.9039973,-29.21516911,0,NA,1719,3,71,1080,144,10,1090,2,90,189,59,-2,3
104095,pseudo1,151.9830916,-31.12263117,0,NA,1189,3,56,632,84,76,879,2,86,158,21,-13,4
104096,pseudo1,152.3949811,-30.15046404,0,NA,1149,3,88,1112,156,19,1070,2,87,122,4,14,3
104097,pseudo1,151.9579106,-30.03355217,0,NA,1319,3,73,890,156,14,1029,1,90,129,0,2,7
104098,pseudo1,152.0370509,-29.33208098,0,NA,1209,4,79,1028,174,49,930,2,88,136,5,-7,9
104099,pseudo1,152.216016,-28.5784491,0,NA,1079,3,56,806,126,43,949,1,90,169,34,35,3
104100,pseudo1,151.6593356,-32.44283593,0,NA,1359,3,69,1010,162,42,1070,2,87,168,50,-21,7
104101,pseudo1,152.3419211,-32.28725322,0,NA,1449,4,81,1314,228,19,1100,2,86,168,42,-6,9
104102,pseudo1,151.760959,-31.02280642,0,NA,1319,4,63,750,138,18,1000,4,92,119,-5,3,9
104103,pseudo1,151.7528651,-31.59837253,0,NA,1389,3,91,1226,204,33,1070,2,86,123,-23,-10,2
104104,pseudo1,151.0783736,-31.56419829,0,NA,1119,4,69,994,240,32,1019,4,93,124,-26,23,9
104105,pseudo1,151.5226387,-31.74046542,0,NA,1079,4,60,828,150,43,970,2,96,141,-4,26,9
104106,pseudo1,152.9921309,-28.45793995,0,NA,1639,4,89,1466,180,13,1139,5,87,192,56,0,9
104107,pseudo1,151.7645563,-32.1559522,0,NA,1959,1,81,1258,174,44,1100,2,87,170,57,-34,2
104108,pseudo1,152.615315,-28.74302504,0,NA,1859,4,71,1040,120,11,1039,2,90,185,39,-7,9
104109,pseudo1,151.1449234,-31.65233186,0,NA,1189,3,79,1084,264,62,1059,4,84,120,-12,-18,3
104110,pseudo1,152.4192628,-28.71334741,0,NA,1119,3,71,1048,138,57,970,2,86,175,38,26,3
104111,pseudo1,152.3805919,-29.3248864,0,NA,1149,1,84,1452,198,54,1049,2,90,159,27,19,2
104112,pseudo1,152.8743197,-29.14502199,0,NA,1419,3,68,1030,126,5,1090,2,90,191,59,0,3
104113,pseudo1,152.2726733,-31.16489931,0,NA,1569,1,94,1710,222,56,1059,2,82,125,-16,-39,2
104114,pseudo1,153.1090428,-28.69985758,0,NA,1039,3,85,1458,174,87,1029,4,88,168,51,45,2
104115,pseudo1,152.9255811,-29.66033352,0,NA,1509,4,68,1044,150,1,1059,1,90,190,67,1,9
104116,pseudo1,152.5649529,-31.84658542,0,NA,1109,3,84,1276,210,1,1120,3,87,174,47,0,5
104117,pseudo1,153.009218,-30.86902235,0,NA,1312,2,84,1382,228,0,1299,1,88,184,66,0,5
104118,pseudo1,152.6971533,-29.8716742,0,NA,1259,3,81,1144,150,36,1019,2,85,174,53,0,3
104119,pseudo1,151.8769716,-31.85467932,0,NA,1199,2,78,972,120,46,970,2,84,173,61,-3,2
104120,pseudo1,152.2546868,-29.84559386,0,NA,1339,1,82,992,138,120,910,2,90,159,20,-30,2
104121,pseudo1,152.8446421,-28.43185961,0,NA,1359,2,81,1310,162,92,1000,5,99,180,47,-29,3
104122,pseudo1,152.6315028,-29.64054844,0,NA,1169,3,70,1102,126,17,1100,2,89,185,56,17,3
104123,pseudo1,152.4336519,-29.52363657,0,NA,1129,2,85,1424,192,97,970,2,85,170,39,26,3
104124,pseudo1,151.2933116,-31.04888676,0,NA,1129,4,57,758,168,69,910,2,81,137,-14,20,9
104125,pseudo1,151.1386282,-31.56150033,0,NA,1209,4,71,966,228,32,1039,3,88,128,-22,-6,9
104126,pseudo1,152.5883353,-29.72958132,0,NA,1309,3,73,1102,132,30,1070,2,89,183,57,-14,2
104127,pseudo1,150.9587638,-32.04263762,0,NA,1249,3,48,668,138,40,990,2,89,172,45,-9,3
104128,pseudo1,152.8950041,-30.32403319,0,NA,1219,4,94,2268,330,42,1240,3,90,155,22,-7,9
104129,pseudo1,153.1441163,-29.33747691,0,NA,1379,4,77,1234,156,6,1100,2,89,190,70,2,9
104130,pseudo1,152.4687255,-29.15041792,0,NA,1209,3,74,1232,168,59,980,2,93,169,37,-3,2
104131,pseudo1,151.9381255,-31.03179964,0,NA,1029,1,63,796,114,107,949,2,88,133,-18,44,4
104132,pseudo1,152.0334536,-31.36994473,0,NA,1109,1,94,1250,156,64,1000,2,77,123,-20,21,2
104133,pseudo1,152.8158638,-29.83660064,0,NA,1319,3,67,1048,138,14,1019,1,89,187,65,-7,3
104134,pseudo1,151.1701044,-31.030001,0,NA,1109,4,51,694,144,40,810,2,83,155,3,29,9
104135,pseudo1,150.9722536,-32.19642169,0,NA,1519,4,51,618,120,56,920,2,81,170,44,-18,9
104136,pseudo1,151.4812699,-31.18738236,0,NA,1389,3,75,938,216,24,1059,2,89,114,-6,-11,7
104137,pseudo1,152.4651282,-30.56774947,0,NA,1109,1,89,1664,228,93,1029,2,88,154,15,25,2
104138,pseudo1,151.4857665,-32.26387085,0,NA,1179,4,74,1088,156,34,1029,2,83,170,51,10,9
104139,pseudo1,151.3346804,-31.53721863,0,NA,1299,3,78,962,228,56,970,5,72,121,-26,-19,3
104140,pseudo1,152.0910102,-28.56495927,0,NA,1249,4,59,810,138,12,1019,1,92,155,29,9,9
104141,pseudo1,152.4633295,-31.9275244,0,NA,1539,4,79,1126,192,1,1080,3,88,173,45,0,9
104142,pseudo1,151.738476,-31.74676067,0,NA,1139,3,89,1120,174,44,990,2,76,136,-9,10,2
104143,pseudo1,152.9102926,-28.43096029,0,NA,1199,3,84,1370,162,68,990,5,88,176,49,6,2
104144,pseudo1,153.1917804,-29.92743217,0,NA,1319,4,78,1346,162,7,1139,2,89,186,74,4,8
104145,pseudo1,152.430954,-29.65763556,0,NA,1139,1,91,1728,228,95,1019,2,87,147,4,12,3
104146,pseudo1,152.5739462,-30.18823556,0,NA,1349,2,87,1368,180,50,1029,2,89,139,-5,-6,3
104147,pseudo1,153.5002479,-28.20073384,0,NA,1312,4,91,1732,240,21,1179,4,88,200,85,-19,9
104148,pseudo1,152.0739231,-31.48235999,0,NA,1389,3,91,1106,150,72,990,2,75,150,12,-25,3
104149,pseudo1,153.3680475,-28.25649181,0,NA,1049,3,93,1992,240,64,1120,2,89,179,62,40,9
104150,pseudo1,152.8491387,-30.84294201,0,NA,1629,3,83,1294,198,8,1120,2,88,183,66,-7,2
104151,pseudo1,152.7951794,-31.55070846,0,NA,1189,3,89,1542,252,21,1090,2,89,176,54,7,2
104152,pseudo1,153.1027475,-29.56860267,0,NA,1259,4,70,1070,156,0,1080,1,90,190,71,0,9
104153,pseudo1,151.4030289,-31.57229219,0,NA,1069,4,53,766,162,67,910,2,80,137,-10,49,8
104154,pseudo1,153.1953777,-28.56855656,0,NA,1479,4,87,1558,180,19,1169,2,89,191,60,-12,9
104155,pseudo1,152.2555862,-28.8761247,0,NA,1619,3,78,1110,162,29,1049,1,88,162,33,-9,3
104156,pseudo1,153.0703719,-28.64140165,0,NA,1119,3,90,1528,174,63,1009,4,73,169,51,27,2
104157,pseudo1,152.4894099,-28.25649181,0,NA,1199,1,94,1936,270,103,990,4,71,142,24,-3,1
104158,pseudo1,152.3266326,-31.11543659,0,NA,1109,1,93,1724,216,90,990,2,87,124,-9,9,2
104159,pseudo1,152.238499,-28.59823419,0,NA,1479,3,53,828,126,40,980,1,99,171,31,-26,7
104160,pseudo1,151.8715756,-31.34386439,0,NA,1339,2,94,1362,222,33,1080,4,83,120,-6,-7,2
104161,pseudo1,152.2349017,-30.75121117,0,NA,1189,3,79,1056,156,39,1049,2,88,181,62,-1,3
104162,pseudo1,152.1773451,-30.38698574,0,NA,1229,3,85,918,144,44,970,1,86,115,0,-5,6
104163,pseudo1,152.0307556,-29.10365318,0,NA,1639,4,63,896,150,20,959,2,96,140,8,-7,9
104164,pseudo1,151.682718,-30.73862066,0,NA,1369,4,63,786,150,10,1039,2,93,125,-6,1,9
104165,pseudo1,151.1278363,-31.03719558,0,NA,1089,4,55,762,168,68,860,2,80,143,-8,25,7
104166,pseudo1,151.6773221,-31.81960576,0,NA,1129,4,58,850,114,54,930,2,96,157,26,12,9
104167,pseudo1,151.7825428,-29.68731318,0,NA,1319,4,66,832,162,6,1000,1,94,129,2,4,9
104168,pseudo1,151.9642058,-29.37434911,0,NA,1239,4,70,940,168,12,990,1,94,133,5,4,9
104169,pseudo1,151.7123956,-32.8412356,0,NA,1219,4,69,1014,210,0,1059,3,85,177,56,0,9
104170,pseudo1,152.372498,-32.09929491,0,NA,1419,4,77,1096,192,2,1090,2,86,172,44,0,9
104171,pseudo1,152.3985784,-30.30604675,0,NA,1239,3,85,1012,150,33,1080,2,90,118,1,14,9
104172,pseudo1,152.0460441,-30.28806031,0,NA,1719,4,71,820,132,13,1049,2,91,117,0,-6,9
104173,pseudo1,152.9462655,-30.1855376,0,NA,1219,3,88,1590,222,54,1100,2,87,164,45,1,2
104174,pseudo1,151.8913607,-30.86812303,0,NA,1329,2,77,954,156,26,1009,2,93,124,-6,2,3
104175,pseudo1,150.9452739,-31.15770473,0,NA,1469,4,38,640,132,10,1009,2,92,165,20,-1,9
104176,pseudo1,153.299699,-28.64320029,0,NA,1349,4,89,1714,204,25,1149,5,88,189,62,8,9
104177,pseudo1,152.7619045,-29.18009555,0,NA,1169,3,78,1222,156,37,1100,1,92,172,47,-2,3
104178,pseudo1,152.9786411,-29.09735792,0,NA,1379,4,64,944,120,2,1059,1,91,194,64,0,9
104179,pseudo1,151.4039282,-32.46082237,0,NA,1129,4,71,950,162,50,1009,2,78,159,36,31,9
104180,pseudo1,151.9633065,-29.35995996,0,NA,1489,4,75,942,168,10,1000,1,88,134,5,0,9
104181,pseudo1,152.1773451,-28.85903758,0,NA,1309,3,85,1222,192,35,1039,1,91,138,13,-5,3
104182,pseudo1,152.852736,-29.03890199,0,NA,1309,3,71,1060,120,9,1090,1,90,190,55,2,3
104183,pseudo1,152.9885336,-29.68551454,0,NA,1539,4,69,1056,150,3,1090,2,90,189,68,0,9
104184,pseudo1,152.4552356,-30.26018133,0,NA,1239,4,86,1122,156,18,1110,4,89,128,2,4,3
104185,pseudo1,152.5199868,-29.32848369,0,NA,1249,4,86,1328,180,54,980,2,80,179,47,-1,9
104186,pseudo1,151.7708516,-32.51028509,0,NA,1599,4,63,906,168,5,1049,2,86,173,46,-2,9
104187,pseudo1,152.8338502,-28.95256707,0,NA,1279,3,69,1134,126,42,1000,1,92,188,49,-11,3
104188,pseudo1,151.950716,-30.57854133,0,NA,1239,4,63,760,126,14,939,1,92,128,-8,5,9
104189,pseudo1,153.1423177,-29.8590837,0,NA,1209,3,77,1310,156,20,990,2,86,186,74,18,3
104190,pseudo1,152.6593818,-29.09376063,0,NA,1249,4,73,1118,144,19,1059,2,88,185,46,1,9
104191,pseudo1,151.0999573,-32.29804508,0,NA,1169,4,56,754,144,64,920,2,84,169,45,13,9
104192,pseudo1,152.7394214,-29.01012368,0,NA,1299,2,79,1162,138,22,1070,2,88,181,46,-5,3
104193,pseudo1,151.7222882,-31.12982575,0,NA,1259,4,65,782,150,21,1019,2,93,119,-5,-2,9
104194,pseudo1,153.1351231,-28.74302504,0,NA,1139,2,84,1280,150,51,1039,5,87,183,51,3,2
104195,pseudo1,152.9975268,-29.17200165,0,NA,1229,3,66,982,126,1,1070,1,91,193,65,0,3
104196,pseudo1,152.6207109,-28.5496708,0,NA,1259,3,75,1150,150,29,1049,2,93,174,41,-1,2
104197,pseudo1,151.6962078,-31.58218474,0,NA,1209,3,72,944,150,63,920,2,92,144,0,-11,3
104198,pseudo1,151.6350539,-31.42120609,0,NA,1289,3,82,1030,210,21,1039,2,86,122,-19,0,7
104199,pseudo1,153.0478889,-28.37969893,0,NA,1229,1,92,1818,216,37,1110,4,90,154,42,0,1
104200,pseudo1,152.3715987,-31.44548778,0,NA,1169,3,92,1340,174,31,1090,2,84,175,68,11,2
104201,pseudo1,152.0550373,-32.49769458,0,NA,1409,3,82,1362,264,16,1090,2,83,170,48,-4,7
104202,pseudo1,152.3796926,-28.87522538,0,NA,1289,3,79,1160,156,19,1029,2,89,167,40,-5,3
104203,pseudo1,152.1611573,-29.95800912,0,NA,1159,3,50,782,114,88,920,2,100,161,22,-10,4
104204,pseudo1,152.1926336,-29.58748844,0,NA,1339,2,90,1398,198,18,1049,1,87,136,1,0,2
104205,pseudo1,152.6989519,-30.10639726,0,NA,1479,3,86,1364,198,24,1110,2,89,158,26,-9,2
104206,pseudo1,152.2582841,-31.6091644,0,NA,1409,4,92,1380,204,23,1110,2,88,149,13,-4,9
104207,pseudo1,152.5352753,-32.24318644,0,NA,1519,1,80,1242,246,2,1269,1,87,171,50,0,5
104208,pseudo1,153.1243313,-29.17559894,0,NA,1449,3,73,1094,150,4,1090,2,91,193,70,1,5
104209,pseudo1,152.1197885,-32.08400644,0,NA,1309,4,80,1076,168,25,1039,2,87,170,51,-20,9
104210,pseudo1,152.4993024,-28.79428639,0,NA,1439,4,75,1054,138,37,1000,2,86,182,40,-10,9
104211,pseudo1,151.8131197,-29.74037319,0,NA,1309,4,66,822,156,14,1000,1,92,128,1,5,9
104212,pseudo1,152.9930302,-29.74756776,0,NA,1289,3,70,1086,156,6,1090,2,90,188,68,5,9
104213,pseudo1,152.877917,-29.27722233,0,NA,1369,3,72,1132,150,22,1090,1,91,186,55,2,3
104214,pseudo1,151.14942,-31.51383626,0,NA,2029,4,65,884,204,27,1019,3,88,139,-9,-8,9
104215,pseudo1,152.7987767,-30.17564506,0,NA,1149,3,84,1328,198,48,1029,2,90,163,39,2,2
104216,pseudo1,151.9147431,-32.45902373,0,NA,1109,3,82,1282,228,37,1059,2,82,168,52,23,3
104217,pseudo1,151.735778,-31.19547626,0,NA,1279,4,80,906,174,26,1029,4,90,110,-5,6,9
104218,pseudo1,153.1333245,-29.18189419,0,NA,1349,3,74,1118,156,4,1070,1,90,193,70,1,5
104219,pseudo1,152.5973285,-31.7602505,0,NA,1429,4,90,1490,234,27,1110,2,84,173,47,-5,9
104220,pseudo1,151.7537645,-32.08760373,0,NA,1169,3,88,1526,240,105,1000,2,90,135,-6,10,2
104221,pseudo1,152.7250323,-29.71878946,0,NA,1459,3,66,1040,132,18,1049,2,88,188,62,-11,9
104222,pseudo1,152.8977021,-31.31238812,0,NA,1419,1,89,1466,228,1,1330,1,87,181,58,0,5
104223,pseudo1,153.2916052,-28.78978978,0,NA,1289,4,77,1166,156,7,1110,5,90,198,74,3,9
104224,pseudo1,153.1342238,-29.05778775,0,NA,1389,2,72,1038,144,7,1100,2,92,195,70,1,3
104225,pseudo1,151.6584363,-32.48960068,0,NA,1099,4,75,1088,180,42,1039,2,84,166,52,33,9
104226,pseudo1,152.2753712,-30.76739896,0,NA,1189,3,78,1058,150,41,1080,2,88,181,61,-9,3
104227,pseudo1,152.8968028,-30.08931014,0,NA,1169,3,82,1342,180,52,1059,2,92,179,66,-12,2
104228,pseudo1,152.2241099,-31.95810135,0,NA,1189,2,87,1214,186,96,910,2,81,171,61,7,2
104229,pseudo1,152.2645794,-31.15500676,0,NA,1279,1,94,1662,216,20,1120,2,86,123,-4,6,3
104230,pseudo1,152.5820401,-30.73142608,0,NA,1119,3,91,1830,258,92,1000,2,76,155,21,12,2
104231,pseudo1,152.0766211,-29.13512945,0,NA,1199,4,77,1014,162,11,1000,2,90,133,9,10,9
104232,pseudo1,153.0865597,-30.05603522,0,NA,1329,3,88,1624,198,36,1120,1,89,174,63,-8,3
104233,pseudo1,152.0118699,-28.66028741,0,NA,1429,4,65,886,162,13,1049,1,93,142,15,-3,9
104234,pseudo1,151.8706763,-29.53892505,0,NA,1249,3,59,766,138,10,990,2,93,131,3,11,9
104235,pseudo1,151.6458458,-32.78547763,0,NA,1479,4,66,938,186,6,1049,3,85,177,54,0,9
104236,pseudo1,151.5523163,-32.43564136,0,NA,1489,4,60,890,150,14,1039,2,87,173,38,1,9
104237,pseudo1,153.4130136,-28.65489148,0,NA,1519,4,91,1864,240,28,1200,4,88,192,70,-11,9
104238,pseudo1,152.2654787,-30.61271557,0,NA,1369,3,83,1188,168,141,939,2,94,148,0,-41,2
104239,pseudo1,152.6207109,-29.00472775,0,NA,1179,3,73,1072,132,37,1039,2,85,183,43,11,3
104240,pseudo1,151.6539397,-31.99947017,0,NA,1179,2,86,1218,180,81,930,2,77,157,27,-2,3
104241,pseudo1,151.9120451,-32.20001898,0,NA,1219,3,81,1156,174,19,1039,2,81,170,46,-5,3
104242,pseudo1,153.1594048,-28.33922944,0,NA,1799,4,92,1660,186,13,1159,2,86,190,58,-8,7
104243,pseudo1,151.8122204,-30.37529455,0,NA,1199,4,64,766,144,29,1009,5,89,125,-1,8,9
104244,pseudo1,152.8545346,-29.36625521,0,NA,1179,2,82,1334,180,21,990,1,80,174,51,18,3
104245,pseudo1,151.3400763,-32.63529085,0,NA,1319,4,52,726,132,8,990,3,86,175,38,1,9
104246,pseudo1,152.4678262,-31.47606473,0,NA,1509,4,87,1262,168,32,1080,2,92,175,52,-9,9
104247,pseudo1,151.5613095,-31.56599694,0,NA,1319,3,77,978,210,67,970,2,88,121,-21,0,2
104248,pseudo1,151.5478197,-31.09475219,0,NA,1599,4,70,848,186,5,1049,4,90,117,-5,-1,9
104249,pseudo1,152.1800431,-29.8267081,0,NA,1159,1,75,902,132,96,870,2,80,154,9,-8,3
104250,pseudo1,152.9444668,-28.54787215,0,NA,1529,3,82,1234,150,30,1059,5,90,190,51,-16,9
104251,pseudo1,151.7303821,-30.79707659,0,NA,1469,3,58,790,144,56,949,2,95,125,-14,-4,3
104252,pseudo1,152.4174641,-30.4427437,0,NA,1029,1,95,1812,282,137,1029,4,74,108,-1,39,1
104253,pseudo1,151.8814682,-29.42111386,0,NA,1429,4,61,820,156,19,990,2,95,134,3,-2,9
104254,pseudo1,152.403075,-28.61442198,0,NA,1349,4,67,948,132,16,1049,2,90,175,38,-3,9
104255,pseudo1,152.6890594,-29.24484674,0,NA,1279,3,76,1238,162,41,1029,2,86,174,47,6,3
104256,pseudo1,152.5964292,-29.69091047,0,NA,1219,3,84,1180,144,52,1029,2,86,178,53,-8,2
104257,pseudo1,153.3734435,-28.26548503,0,NA,1099,3,92,1874,234,45,1169,2,83,196,76,6,2
104258,pseudo1,152.1989289,-29.940922,0,NA,1179,1,86,1004,138,86,939,2,72,133,-4,10,2
104259,pseudo1,152.5055977,-31.79802203,0,NA,1509,4,85,1250,186,2,1110,3,86,174,46,-1,9
104260,pseudo1,152.2331031,-30.16575251,0,NA,1049,3,80,846,120,88,970,2,91,130,-2,36,3
104261,pseudo1,151.0621858,-32.09569762,0,NA,1129,4,69,862,192,78,930,2,82,143,1,11,9
104262,pseudo1,152.7367234,-30.07671963,0,NA,1289,2,86,1170,156,78,1029,2,84,178,61,-38,3
104263,pseudo1,150.9344821,-32.09030169,0,NA,1639,4,45,636,120,9,970,3,89,174,40,-2,9
104264,pseudo1,152.6288048,-31.28450914,0,NA,2179,4,88,1310,180,12,1110,2,87,179,56,0,9
104265,pseudo1,153.224156,-29.49845556,0,NA,1409,3,78,1300,192,4,1120,2,90,188,73,0,7
104266,pseudo1,152.7043479,-28.78978978,0,NA,1389,2,83,1222,144,71,1039,1,85,178,46,-27,1
104267,pseudo1,151.7843414,-31.34206575,0,NA,1229,3,93,1272,234,56,1070,4,81,114,-5,7,3
104268,pseudo1,152.8491387,-31.19997287,0,NA,1219,2,88,1460,222,14,1120,2,88,180,63,10,3
104269,pseudo1,151.5415244,-31.49944711,0,NA,1379,3,80,1046,228,42,1009,2,90,119,-9,-10,3
104270,pseudo1,153.2637262,-28.61532131,0,NA,1199,4,90,1836,204,41,1179,5,88,178,58,16,9
104271,pseudo1,151.4345051,-31.7845322,0,NA,1649,4,81,1036,228,11,1049,5,89,113,-7,-3,9
104272,pseudo1,151.7240868,-32.85472543,0,NA,1109,4,70,1028,210,0,1059,3,85,176,57,0,9
104273,pseudo1,153.0658753,-29.36355725,0,NA,1489,3,78,1244,162,44,1059,1,88,187,63,-15,3
104274,pseudo1,152.5577584,-31.09025558,0,NA,1099,3,91,1452,186,58,1009,2,78,173,63,37,2
104275,pseudo1,152.5532618,-31.36275016,0,NA,1109,3,92,1352,174,46,1080,2,81,176,70,13,3
104276,pseudo1,151.8877634,-31.08575897,0,NA,1209,2,89,880,138,98,899,2,59,121,-4,21,3
104277,pseudo1,152.908494,-31.3645488,0,NA,1419,3,87,1430,228,1,1129,3,87,180,58,1,5
104278,pseudo1,152.2510895,-31.57948677,0,NA,1269,4,90,1234,186,16,1110,2,86,148,11,-3,9
104279,pseudo1,152.4219607,-30.2017254,0,NA,1159,3,88,1136,156,31,1080,2,86,124,4,11,3
104280,pseudo1,151.707899,-31.05338337,0,NA,1229,3,65,762,150,18,1000,2,92,116,-4,7,9
104281,pseudo1,150.7995838,-31.60646643,0,NA,1299,4,45,674,150,13,1000,5,91,148,0,2,9
104282,pseudo1,152.0937082,-32.38438,0,NA,1109,2,86,1526,264,47,1009,2,84,167,60,34,2
104283,pseudo1,151.8985553,-31.8582766,0,NA,1159,3,71,972,120,37,1049,2,92,174,61,7,9
104284,pseudo1,152.0136685,-31.04528947,0,NA,1189,1,79,870,120,69,1000,2,80,124,-17,9,3
104285,pseudo1,151.7618584,-31.73506948,0,NA,1199,1,80,1004,126,83,990,2,93,150,12,-22,3
104286,pseudo1,151.4497936,-32.63439153,0,NA,1189,3,60,842,156,22,1029,2,86,169,41,5,9
104287,pseudo1,152.7169384,-31.45627965,0,NA,1569,4,86,1286,204,6,1129,2,88,178,52,0,9
104288,pseudo1,152.5586577,-28.95166775,0,NA,1509,3,70,1014,126,22,1039,2,88,186,42,-16,7
104289,pseudo1,151.071179,-31.4499844,0,NA,1159,4,65,902,216,45,949,3,86,134,-16,3,9
104290,pseudo1,151.4551895,-30.97604168,0,NA,1459,4,67,836,186,7,1039,2,92,121,-7,0,9
104291,pseudo1,152.2232106,-29.77005081,0,NA,1269,4,65,982,144,16,990,1,92,171,39,4,9
104292,pseudo1,152.5172889,-28.57395249,0,NA,1389,3,78,1114,150,41,1019,4,89,169,39,1,2
104293,pseudo1,153.0083187,-28.81317216,0,NA,1509,4,72,1008,120,6,1080,4,91,197,63,-1,9
104294,pseudo1,152.6719723,-30.98863219,0,NA,1869,3,83,1174,162,9,1090,2,88,182,58,-9,3
104295,pseudo1,151.8850655,-30.8995993,0,NA,1239,2,86,966,162,43,1000,2,84,119,-3,3,3
104296,pseudo1,151.607175,-31.14241626,0,NA,1399,4,70,822,174,15,1039,4,90,117,-5,3,9
104297,pseudo1,151.8715756,-31.70808982,0,NA,1089,1,90,1242,168,72,850,2,81,153,19,60,2
104298,pseudo1,152.2268078,-32.29714576,0,NA,1499,3,85,1374,240,39,1110,2,83,169,58,-24,2
104299,pseudo1,152.6261068,-30.1081959,0,NA,1309,4,86,1330,186,13,1139,2,88,153,13,4,8
104300,pseudo1,152.0208631,-31.18018778,0,NA,1489,1,81,852,108,86,930,2,78,127,-22,0,9
104301,pseudo1,151.6638322,-31.56150033,0,NA,1269,1,79,864,132,67,959,2,84,143,-3,-33,2
104302,pseudo1,153.1306265,-28.65758944,0,NA,1209,3,85,1366,174,43,1120,5,89,189,56,2,9
104303,pseudo1,152.556859,-28.40128266,0,NA,1239,2,77,1042,144,17,1080,2,89,170,38,-1,9
104304,pseudo1,151.0145217,-31.56329897,0,NA,1329,4,73,1016,246,61,990,4,81,121,-23,-8,3
104305,pseudo1,152.6171136,-30.9076932,0,NA,1329,4,79,1068,144,9,1070,2,86,182,61,0,9
104306,pseudo1,152.3608068,-29.90674776,0,NA,1329,1,71,1074,144,60,990,2,96,157,19,-13,3
104307,pseudo1,153.0523855,-30.17834302,0,NA,1249,3,85,1600,204,24,1149,3,88,182,75,4,2
104308,pseudo1,151.1062526,-31.11903388,0,NA,1329,3,60,868,198,38,990,2,89,139,-12,-12,3
104309,pseudo1,150.9614617,-31.93471898,0,NA,1259,2,60,782,180,92,870,2,90,137,-8,-10,3
104310,pseudo1,152.774495,-30.07222302,0,NA,1149,3,86,1250,174,59,1049,2,89,165,41,5,3
104311,pseudo1,151.2114733,-32.3151322,0,NA,1279,4,58,818,150,12,1039,2,87,170,46,1,9
104312,pseudo1,152.162956,-30.88880744,0,NA,2019,1,58,754,108,42,1039,2,88,180,60,-25,4
104313,pseudo1,151.447995,-31.52462812,0,NA,1289,2,75,972,222,44,1009,2,89,118,-9,-5,2
104314,pseudo1,152.0181651,-30.6711715,0,NA,1129,2,52,744,120,124,819,2,99,158,19,-6,4
104315,pseudo1,152.0118699,-30.57404472,0,NA,1019,1,76,760,120,147,839,2,55,134,-16,64,4
104316,pseudo1,151.9273336,-31.96169864,0,NA,1059,4,70,960,132,7,1049,2,87,171,41,0,9
104317,pseudo1,152.2654787,-30.47781726,0,NA,1229,1,93,1194,186,35,1000,1,82,114,0,3,6
104318,pseudo1,152.4291553,-30.15406133,0,NA,1139,2,88,1262,180,79,1000,2,88,121,3,25,1
104319,pseudo1,151.7303821,-30.80337184,0,NA,1159,4,64,822,150,30,1000,5,92,122,-4,16,9
104320,pseudo1,151.0010319,-31.75575389,0,NA,1449,3,59,748,174,24,930,2,86,150,4,-14,9
104321,pseudo1,153.5542072,-28.73043453,0,NA,1759,4,87,1758,288,12,1159,5,90,197,83,-2,9
104322,pseudo1,152.2016268,-29.49935488,0,NA,1169,1,91,1668,240,60,1049,2,92,132,6,0,3
104323,pseudo1,153.2421424,-29.4552881,0,NA,1419,4,77,1290,192,3,1120,2,89,190,74,0,9
104324,pseudo1,151.6332553,-32.44373526,0,NA,1119,4,74,1058,168,39,980,2,83,166,52,12,9
104325,pseudo1,153.3131889,-28.64409961,0,NA,1379,4,90,1830,216,17,1179,5,88,184,57,-12,9
104326,pseudo1,152.5253828,-32.00846339,0,NA,1419,2,80,1218,222,1,1090,4,87,173,47,0,2
104327,pseudo1,153.1872838,-29.29341013,0,NA,1939,3,81,1338,186,32,1139,1,90,189,68,-17,3
104328,pseudo1,153.1576062,-28.33383351,0,NA,1369,3,92,1662,186,32,1120,2,84,187,53,-11,1
104329,pseudo1,151.9687024,-29.99128404,0,NA,1439,3,76,904,156,14,1049,1,90,126,2,0,6
104330,pseudo1,152.0649299,-29.31589318,0,NA,1369,4,83,1100,174,38,1070,2,92,137,4,-8,9
104331,pseudo1,153.0038221,-28.76640741,0,NA,1619,4,73,1004,126,7,1090,4,90,196,63,-3,9
104332,pseudo1,153.087459,-29.23315555,0,NA,1489,3,73,1090,144,1,1080,1,90,193,69,0,5
